# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:05:07 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-8 b,K2-8,0,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,10.35350000000,0.0877000000,3.32000000,0.29619056,,,,,52.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5147.00,0.800000,0.840000,,,4.562000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-07-14,2016-09,2016-07-18
K2-8 b,K2-8,0,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,10.35326300000,,3.09000000,0.27567134,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4797.00,0.730000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2015-12-05,2016-01,2015-12-05
K2-8 b,K2-8,0,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,10.35848367000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4779.00,0.771581,0.770000,0.0100,[M/H],4.549800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-12-21,2016-10,2016-12-21
K2-8 b,K2-8,0,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,10.35176000000,0.0856000000,2.97000000,0.26496565,,,,,,691.00,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4890.00,0.740000,0.790000,-0.0100,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-07-06,2015-08,2015-07-16
K2-8 b,K2-8,1,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,10.35239000000,0.0856000000,3.58000000,0.31938621,,,,,37.7000,631.00,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K3 V,4870.00,0.740000,0.780000,-0.0200,[Fe/H],4.520000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-07-06,2016-08,2016-07-07
K2-8 b,K2-8,0,CONFIRMED,Montet et al. 2015,1,2,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.35160000000,,2.86000000,0.25500000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.712000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2019-09-05,2019-09,2019-09-05
K2-8 c,K2-8,0,CONFIRMED,Sinukoff et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,5.06390640000,,2.46000000,0.21946650,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4797.00,0.730000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2015-12-05,2016-01,2015-12-05
K2-8 c,K2-8,0,CONFIRMED,Sinukoff et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,5.06468000000,,2.31000000,0.20600000,,,,,,877.00,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2015-12-05,2015-08,2015-12-05
K2-8 c,K2-8,0,CONFIRMED,Sinukoff et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.06347000000,,2.32000000,0.20700000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.712000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2019-09-05,2019-09,2019-09-05
K2-8 c,K2-8,1,CONFIRMED,Sinukoff et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,5.06416000000,0.0532000000,2.41000000,0.21500580,,,,,97.8000,801.00,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K3 V,4870.00,0.740000,0.780000,-0.0200,[Fe/H],4.520000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-07-06,2016-08,2016-07-07
K2-8 c,K2-8,0,CONFIRMED,Sinukoff et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.06408000000,0.0545000000,2.44000000,0.21768222,,,,,135.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5147.00,0.800000,0.840000,,,4.562000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389,403.51300000,14.8010000,12.2450000,14.3358000,2016-07-14,2016-09,2016-07-18
K2-80 b,K2-80,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.09120000000,,2.03000000,0.18100000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.785000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2019-09-05,2019-09,2019-09-05
K2-80 b,K2-80,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,19.09995000000,,2.11327433,0.18853371,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5377.00,0.841458,0.913111,0.0700,[Fe/H],4.650000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2018-02-14,2018-03,2018-02-15
K2-80 b,K2-80,1,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,19.09180000000,0.1350000000,2.01000000,0.17932019,,,,,32.5000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5441.00,0.870000,0.900000,,,4.519000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2016-07-14,2016-09,2016-07-18
K2-80 c,K2-80,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.60530900000,,1.48914397,0.13285253,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5377.00,0.841458,0.913111,0.0700,[Fe/H],4.650000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2018-02-14,2018-03,2018-02-15
K2-80 c,K2-80,1,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.60500000000,0.0596000000,1.47000000,0.13114462,,,,,166.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5441.00,0.870000,0.900000,,,4.519000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2016-07-14,2016-09,2016-07-18
K2-80 c,K2-80,0,CONFIRMED,Crossfield et al. 2016,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.60473000000,,1.41000000,0.12600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.785000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2019-09-05,2019-09,2019-09-05
K2-80 d,K2-80,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.88190000000,,2.39000000,0.21300000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.785000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2019-09-05,2019-09,2019-09-05
K2-80 d,K2-80,1,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,28.86725300000,,2.55211506,0.22768446,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5377.00,0.841458,0.913111,0.0700,[Fe/H],4.650000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288,200.80200000,12.6940000,10.3130000,12.3770000,2018-02-14,2018-03,2018-02-15
K2-81 b,K2-81,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,6.10099028000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4784.00,0.756173,0.772000,,,4.568440,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556,252.31800000,14.3140000,11.3160000,13.9043000,2016-12-21,2016-10,2016-12-21
K2-81 b,K2-81,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.10241000000,,2.38000000,0.21200000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.702000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556,252.31800000,14.3140000,11.3160000,13.9043000,2019-09-05,2019-09,2019-09-05
K2-81 b,K2-81,0,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6.10224000000,0.0579000000,1.82000000,0.16236952,,,,,44.0000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4530.00,0.631000,0.697000,,,4.668000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556,252.31800000,14.3140000,11.3160000,13.9043000,2017-12-12,2016-09,2016-07-18
K2-81 b,K2-81,1,CONFIRMED,Crossfield et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,6.10232500000,0.0590000000,1.97000000,0.17575163,,,,0.060000,62.9000,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4674.13,0.634663,0.745273,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556,252.31800000,14.3140000,11.3160000,13.9043000,2017-12-12,2017-11,2017-10-26
K2-82 b,K2-82,1,REFUTED,Cabrera et al. 2017,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.19583400000,,2.60000000,0.23000000,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h54m03.57s,58.5148951,+15d08m13.62s,15.1371158,1741.97000000,14.0710000,10.8860000,13.5505000,2016-07-18,2016-09,2016-07-18
K2-83 b,K2-83,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.74722700000,0.0320000000,1.71000000,0.15255598,,,,0.070000,38.8000,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3875.75,0.547001,0.594112,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2017-10-23,2017-11,2017-10-26
K2-83 b,K2-83,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.74697000000,0.0301400000,1.24400000,0.11098225,,,,,41.5000,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3910.00,0.424000,0.484000,,,4.863000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2016-07-14,2016-09,2016-07-18
K2-83 b,K2-83,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.74712800000,,1.36000000,0.12100000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.424000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2019-09-05,2019-09,2019-09-05
K2-83 c,K2-83,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,10.00102551000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3848.00,0.562821,0.556642,,,4.682900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2016-12-21,2016-10,2016-12-21
K2-83 c,K2-83,0,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.99791000000,,1.70000000,0.15000000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.424000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2019-09-05,2019-09,2019-09-05
K2-83 c,K2-83,1,CONFIRMED,Crossfield et al. 2016,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,9.99767000000,0.0713100000,1.48300000,0.13230440,,,,,7.4200,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3910.00,0.424000,0.484000,,,4.863000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994,125.52900000,14.5220000,10.7650000,13.8042000,2016-07-14,2016-09,2016-07-18
